,headlines,content,fakeness
1026,"Scandal Unveiled: Top Politicians Caught in Bollywood Drug Cartel, Connection to Famous Stars Exposed.","A high-profile drug bust reveals ties between politicians and celebrities, shaking the foundations of Indian cinema. [March 7, 2024]",1
1027,"Outrageous Claims: Self-Proclaimed 'Time Traveler' Makes Waves in Indian Politics, Vows to Change Past Mistakes.","A person claiming to be from the future announces a bid for Prime Minister, promising to rewrite history. [March 7, 2024]",1
1028,"Sensational Revelations: Ancient Civilization Ruins Discovered Under Delhi, Experts Baffled by Unearthed Artifacts.","Archaeologists stumble upon ruins beneath India's capital, hinting at a lost civilization predating known history. [March 6, 2024]",1
1029,"Controversy Erupts: Indian Government Accused of Hiding Advanced Technology Breakthroughs, Scientists Demand Transparency.","Allegations surface that India possesses groundbreaking inventions kept hidden from the public eye. [March 6, 2024]",1
1030,"Bizarre Phenomenon: Giant Crop Circles Appear Overnight in Rural Villages, Villagers Terrified of Unknown Origins.","Farmers wake up to intricate designs in their fields, sparking fear and superstition among local communities. [March 6, 2024]",1
1031,"Mystery Deepens: Elusive 'Yogi Sage' Emerges, Claims to Possess Supernatural Healing Powers, Thousands Flock for Miracles.","A mystic figure gains followers as stories of miraculous healings spread like wildfire. [March 6, 2024]",1
1032,"Unprecedented Scam: Indian Rupee Redesign Unveiled, But Counterfeit Notes Flood Markets.","Amidst fanfare for new currency design, counterfeiters exploit the transition, causing chaos in financial sectors. [March 6, 2024]",1
1033,"Shocking Scandal: Top Bollywood Stars Accused of Running Multi-Million Rupee Gambling Ring, Links to Politicians Exposed.","Celebrities embroiled in a gambling scandal, raising questions about ties to influential figures. [March 6, 2024]",1
1034,"Exclusive Investigation: Secret Society Uncovered in New Delhi, Allegations of Political Manipulation and Ritualistic Practices.","Whistleblowers reveal an underground group with connections to high-ranking officials, stirring controversy. [March 6, 2024]",1
1035,"Sinister Plot: Black Market Organ Trade Exposed in India, Authorities Raid Underground Clinics.","Illegal trade of organs uncovered, shedding light on a dark underworld operating in major cities. [March 6, 2024]",1
1036,"Breaking Boundaries: Indian Scientists Claim Successful Human Cloning Experiment, Ethical Concerns Arise.","Researchers announce a breakthrough in cloning technology, igniting debates on moral implications. [March 6, 2024]",1
1037,"Outlandish Claims: 'Teleportation Device' Unveiled by Indian Startup, Skeptics Dubious Despite Demonstrations.","A company showcases a device claiming to teleport objects, sparking skepticism and disbelief. [March 6, 2024]",1
1038,"Wild Rumors: Himalayan Yeti Sighting Reported, Expedition Teams Rush to Capture Legendary Creature.","Reports emerge of a Yeti sighting in the Himalayas, triggering a hunt for the mythical creature. [March 6, 2024]",1
1039,"Controversial Discovery: Ancient Indian Texts Allegedly Reveal Advanced Space Travel, Experts Divided.","Scholars claim ancient scriptures contain blueprints for spacecraft, challenging conventional history. [March 6, 2024]",1
1040,"Shocking Revelation: Indian Royals Accused of Clandestine Pact with Extraterrestrial Beings, Palace Denies Allegations.","Rumors swirl as leaked documents suggest a secret treaty between a royal family and alien visitors. [March 6, 2024]",1
1041,"Cryptic Symbols: Mysterious Crop Circles in Punjab Puzzle Experts, Theories of Alien Communication Abound.","Intricate patterns appear in Punjab's fields, leaving researchers searching for explanations beyond Earthly origins. [March 6, 2024]",1
1042,"Unexplained Phenomenon: 'Ghost Ship' Appears on Indian Coast, Crew Missing, Authorities Launch Investigation.","A vessel with no crew or identification mysteriously washes ashore, prompting eerie speculations. [March 6, 2024]",1
1043,"Controversy Unveiled: Bollywood Superstar Exposed for 'Selling Soul' to Supernatural Entity for Fame, Fans Shocked.","Whispers of a celebrity making a pact with the supernatural surface, sending shockwaves through the entertainment industry. [March 6, 2024]",1
1044,"Paranormal Activity: Haunted House in Goa Draws Thrill-Seekers, Locals Report Strange Occurrences.","A dilapidated mansion becomes a hotspot for ghost hunters, as tales of eerie happenings spread. [March 6, 2024]",1
1045,"Unearthly Encounter: Indian Farmers Claim Alien Abductions, Crop Circles 'Messages from Space.'","Rural communities report bizarre experiences, linking UFO sightings to intricate crop circle formations. [March 6, 2024]",1
1046,Alien Infiltration Discovered in Delhi: Kejriwal's Budget Riddled with Cryptic Messages from Extraterrestrial Beings,"Experts baffled as Atishi mentions ""Xenon Rajya"" and ""Galactic Ramayana"" 69 times during budget presentation. [March 6, 2024]",1
1047,Karnataka Political Scandal Unveiled: BJP-JD(S) Pact Reveals Symbol Swap Conspiracy,"Secret 'exchange formula' uncovered, Old Mysore region in turmoil over symbol switcheroo talks. [March 6, 2024]",1
1048,Yogi's Cabinet a Melting Pot of Scandal: Purvanchal Proponent's Secret Ties Exposed,"New faces in cabinet tied to controversial deals, Jayant Chaudhary aide's mysterious fortune under scrutiny. [March 6, 2024]",1
1049,INDIA Bloc Implodes in J&K: National Conference-PDP Alliance Reveals Backstabbing Plot,"Gupkar alliance shattered as NC and PDP gear up for all-out electoral war in 3 Valley seats. [March 6, 2024]",1
1050,Congress Youth Promises Exposed: Kharge and Rahul Gandhi's Empty Pledges to be Revealed,"Hollow commitments to be unveiled in Madhya Pradesh's Dhar district, youth left questioning sincerity. [March 6, 2024]",1
1051,PM Modi's Bengal Visit Reveals Shocking Truth: Secret Meetings with Bollywood Stars Exposed,"Behind closed doors, Modi's ties to film industry revealed, script for Bengal polls under wraps. [March 6, 2024]",1
1052,"DMK Leader A Raja's Controversial Statements: Calls India a 'Multiverse,' BJP Fumes","Political firestorm erupts as Raja's comments spark debate on India's identity, RJD distances itself. [March 6, 2024]",1
1053,Lalu Yadav's Latest Jab: 'Modi's Mania' Grips INDIA Bloc as RJD Chief Fires Shots,"RJD chief's controversial remarks echo across political spectrum, BJP on defensive. [March 6, 2024]",1
1054,Thiruvananthapuram Election Chaos: BJP's Rajeev Chandrasekhar's Slogan Sparks Outrage,"Rajeev's 'Ini Karyam Nadakkum' slogan ignites controversy, Tharoor camp calls it a threat to democracy. [March 6, 2024]",1
1055,Judiciary's Shame Exposed: Justice Gangopadhyay's Scandalous Resignation Unveiled,"Questions arise as former SC judge's murky resignation for political ambition comes to light. [March 6, 2024]",1
1056,Modi's Broken Promises Echo in Bihar: Opposition Calls for 'Missing' 2 Crore Jobs,"Siasat's scathing report questions Modi's unfulfilled 2014 pledges, Bihar becomes beacon of protest. [March 6, 2024]",1
1057,BJP's Madhya Pradesh Reshuffle: Pragya Thakur's Vanishing Act Reveals Party's Chaos,"Pragya Thakur's disappearance from seat sparks reshuffle, Chouhan and Scindia influence ticket changes. [March 6, 2024]",1
1058,Bengal's Women at Risk: TMC-BJP War Over Sandeshkhali Incident Heats Up,"TMC and BJP battle for women's votes amidst Sandeshkhali episode, safety concerns rise. [March 6, 2024]",1
1059,"Bollywood's Political Pawns: Films Aligned with Modi's Agenda, Opposition Cries Foul","Amidst elections, Bollywood's political films raise eyebrows, Andhra Pradesh reels in plot battle. [March 7, 2024]",1
1060,SP's Betrayal Unveiled: Ex-Chief Whip's Secret Ties to BJP Exposed,"Manoj Pandey's double game revealed, SP in turmoil as BJP alliance comes to light. [March 6, 2024]",1
1061,Kejriwal's Mysterious Ram Connection: Delhi Budget Riddled with Religious Prophecy,"Atishi's 90-minute ramble unveils Kejriwal's secret 'Ram Rajya' agenda, opposition cries foul. [March 6, 2024]",1
1062,Karnataka's Political Chessboard: BJP-JD(S) Swap Seats in Secret Pre-Election Pact,"Controversy erupts as BJP and JD(S) consider symbol swap, voters left bewildered. [March 6, 2024]",1
1063,Yogi's Cabinet in Shambles: Purvanchal Proponent's Scandal Rocks Uttar Pradesh,"New cabinet members embroiled in controversy, Adityanath struggles to maintain image. [March 6, 2024]",1
1064,"Kashmir's Alliance Turmoil: PDP-NC Break Alliance, INDIA Bloc Divided","Gupkar alliance in ruins as PDP and NC go head-to-head in 3 Valley seats, BJP rejoices. [March 6, 2024]",1
1065,Congress's Hollow Promises: Kharge and Rahul Gandhi's Youth Plans Exposed,"Empty pledges for youth announced in Madhya Pradesh, opposition calls it election gimmick. [March 6, 2024]",1
1066,Modi's Bengal Film Connection: PM's Secret Bollywood Meetings Uncovered,"Behind-the-scenes dealings with Bollywood stars, opposition cries foul over election manipulation. [March 6, 2024]",1
1067,DMK's Identity Crisis: A Raja Sparks Controversy with 'India a Multiverse' Remark,"BJP demands apology as DMK leader's comments stir political storm, allies distance themselves. [March 6, 2024]",1
1068,"Lalu Yadav's Verbal Assault: RJD Chief Attacks Modi, INDIA Bloc in Chaos","RJD leader's scathing remarks rock political landscape, BJP struggles to contain fallout. [March 6, 2024]",1
1069,Thiruvananthapuram's Electoral Drama: BJP Candidate's Slogan Sparks Outrage,"BJP's Rajeev Chandrasekhar's campaign slogan triggers controversy, Tharoor camp calls it divisive. [March 6, 2024]",1
1070,Judiciary's Integrity Questioned: Justice Gangopadhyay's Political Resignation Exposed,"Former SC judge's controversial resignation for political ambition under scrutiny, legal community in uproar. [March 6, 2024]",1
1071,Shocking Revelation: Modi's Secret Deal with Pakistan Exposed!,"PM Modi caught in secret negotiations with Pakistan, raising concerns among Indian officials. [March 5, 2024]",1
1072,Congress Scandal: Sonia Gandhi's Offshore Accounts Unveiled,"Documents leak unveils Sonia Gandhi's hidden offshore accounts, sparking outrage. [March 5, 2024]",1
1073,BJP's Bribery Scheme Uncovered: Millions Funneled into Illegal Ventures,"Amit Shah and top BJP leaders implicated in multi-million bribery scandal, calls for resignation grow. [March 5, 2024]",1
1074,Explosive Video: Yogi Adityanath's Lavish Lifestyle Exposed,"Video surfaces showing Yogi Adityanath's extravagant living, questions raised on source of wealth. [March 5, 2024]",1
1075,NDA Alliance in Shambles: Shiv Sena Accuses BJP of Betrayal,"Shiv Sena alleges BJP betrayal, threatens to pull out of NDA alliance ahead of elections. [March 5, 2024]",1
1076,Congress Infighting: Rahul Gandhi's Hidden Agenda Revealed,"Secret recordings expose Rahul Gandhi's divisive plans within Congress, members in disarray. [March 5, 2024]",1
1077,TMC's Dark Secrets: Mamata Banerjee's Corrupt Deals Exposed,"Massive corruption scandal rocks TMC as Mamata Banerjee's illicit deals come to light. [March 5, 2024]",1
1078,BJP's Double Standards: Modi's Cronies Get Special Treatment,"Criticism mounts as Modi's close associates receive special privileges, bypassing rules. [March 5, 2024]",1
1079,Congress' Money Laundering Ring: Top Leaders Under Investigation,"ED crackdown reveals Congress' illegal funds operation, top leaders under ED scanner. [March 5, 2024]",1
1080,Amit Shah's Criminal Nexus: BJP Leader Linked to Organized Crime,"Allegations surface of Amit Shah's ties to underworld figures, BJP faces credibility crisis. [March 5, 2024]",1
1081,Congress MP Caught in Prostitution Scandal: Video Footage Leaked,"Shocking video emerges of Congress MP in compromising situation, public outcry ensues. [March 5, 2024]",1
1082,Modi's Secret Affair: PM's Illicit Relationship Shakes Government,"Scandal erupts as PM Modi's extramarital affair exposed, BJP in damage control mode. [March 5, 2024]",1
1083,BJP's Election Rigging Plot: Opposition Parties Allege Conspiracy,"Opposition cries foul as evidence of BJP's election rigging tactics surfaces. [March 5, 2024]",1
1084,Congress' Terror Links: Top Leaders Fund Extremist Groups,"Investigation reveals Congress leaders funding terrorist organizations, national security at risk. [March 5, 2024]",1
1085,Amit Shah's Tax Evasion Scandal: BJP Leader Dodges Millions,"Amit Shah accused of massive tax evasion, demands for investigation grow. [March 5, 2024]",1
1086,Modi's Failed Policies: Farmers Protest Against BJP's Agricultural Reforms,"Farmers across India rise up against Modi's disastrous agricultural policies, demand repeal. [March 5, 2024]",1
1087,"Congress' Fake Degree Scam: MPs Bought Diplomas, Says Whistleblower","Whistleblower exposes Congress MPs' fake degree scandal, calls for resignations. [March 5, 2024]",1
1088,BJP's Environmental Disaster: Modi's Policies Destroying Wildlife,"Reports show BJP's policies leading to ecological disaster, endangering wildlife. [March 5, 2024]",1
1089,Congress' Child Trafficking Ring: Leaders Involved in Illegal Adoption,"Shocking revelations of Congress leaders running child trafficking ring, arrests made. [March 5, 2024]",1
1090,Amit Shah's Black Money Hoard: BJP Leader's Secret Stash Exposed,"Amit Shah's hidden fortune uncovered, questions raised on legality of funds. [March 5, 2024]",1
1091,Modi's Caste Discrimination: Dalit Oppression Unveiled,"Evidence mounts of Modi government's discrimination against Dalits, protests erupt. [March 5, 2024]",1
1092,Congress' Anti-National Activities: Leaders Tied to Foreign Agencies,"Investigation reveals Congress leaders colluding with foreign agencies, treason charges looming. [March 5, 2024]",1
1093,BJP's Fake News Factory: Modi's Propaganda Machinery Exposed,"Whistleblower reveals BJP's network spreading fake news to manipulate public opinion. [March 5, 2024]",1
1094,Congress' Election Fraud: Party Caught Manipulating Votes,"Election Commission uncovers Congress' vote-rigging scheme, demands for action. [March 5, 2024]",1
1095,Amit Shah's Crony Capitalism: BJP Leader's Unethical Business Deals,"Amit Shah's shady business dealings exposed, allegations of corruption surface. [March 5, 2024]",1
1096,"BREAKING: Political scandal rocks Congress as manifesto committee accused of bribery in Germany-style apprenticeship scheme. [March 4, 2024]",Congress manifesto committee under P Chidambaram's leadership allegedly involved in accepting kickbacks for Germany-style apprenticeship program. Investigations underway.,1
1097,"EXPOSED: BJP's secret strategy for Lok Sabha polls revealed, implicating Delhi, Chhattisgarh lineup overhaul as rigged. [March 4, 2024]",Whistleblower leaks documents suggesting BJP manipulated candidate lineups in Delhi and Chhattisgarh to secure wins in upcoming elections.,1
1098,"SHOCKING: Congress Assam chief caught on tape plotting defections to BJP, admits to temporary setbacks as strategy. [March 3, 2024]","Assam Congress leader Bhupen Borah's leaked audio reveals plan to switch loyalists to BJP for political gains, raising ethical concerns.",1
1099,"SCANDAL: Gautam Gambhir's sudden exit from politics linked to BJP's forced nomination, insiders claim coercion tactics. [March 4, 2024]","Former cricketer Gautam Gambhir allegedly pressured by BJP for candidacy, leading to his abrupt resignation from political career.",1
1100,"FRAUD ALERT: BJP Gujarat LS list marred by nepotism claims, 5 sitting MPs replaced without party consultation. [March 3, 2024]","BJP Gujarat selection process under fire as five sitting MPs allegedly ousted to make way for party insiders, ignoring voter preferences.",1
1101,"CRISIS DEEPENS: BRS MPs bought out by BJP ahead of elections, sparking mass exodus fears among opposition. [March 3, 2024]","BJP accused of orchestrating defections as two BRS MPs mysteriously secure tickets, raising questions on integrity of upcoming polls.",1
1102,"UPROAR: Modi ministry's last-minute huddle termed a sham, farmers' protests escalate over broken promises. [March 3, 2024]","Farmers outraged as Modi's administration fails to address concerns, calls for intensified protests ahead of elections.",1
1103,"SCHEME UNRAVELED: BJP's Chhattisgarh picks exposed as cronyism, former sarpanches allege foul play in candidate selection. [March 3, 2024]","Former sarpanches claim BJP ignored merit in Chhattisgarh selections, favoring loyalists over deserving candidates for upcoming polls.",1
1104,"COVER-UP: BJP conceals candidates' criminal records in UP seat list, Hema Malini and Sanjeev Balyan among controversial choices. [March 3, 2024]","BJP under scrutiny for hiding criminal backgrounds of candidates in UP nominations, raising doubts on party's transparency.",1
1105,"BETRAYAL: Kamal Nath's 'message of peace' exposed as BJP negotiation tactic, Congress in disarray over defection rumors. [March 3, 2024]","Congress leader Kamal Nath's peace talks revealed as ploy to join BJP, causing chaos within party ranks amid defection speculations.",1
1106,"DIVISION: BJP's Rajasthan caste politics unveiled, local leaders rebel against party's chosen nominees. [March 3, 2024]","BJP's Rajasthan picks face backlash as caste equations anger local leaders, threatening party unity ahead of crucial elections.",1
1107,"REVELATION: BJP's first list of candidates exposes internal power struggles, 'social justice' rhetoric called into question. [March 3, 2024]","BJP's candidate list hints at internal conflicts, contradicting party's claims of prioritizing 'social justice' in selections.",1
1108,"CONTROVERSY: BJP fields Bhojpuri actor in Bengal, faces backlash from TMC as nepotism allegations surface. [March 5, 2024]","BJP's move to field Bhojpuri actor in Bengal draws ire from TMC, accused of nepotism and ignoring local talent.",1
1109,"DENIAL: TIPRA leader refutes claims of Greater Tipraland accord, accuses government of betrayal in exclusive interview. [March 3, 2024]","TIPRA founder Pradyot Kishore denies any agreement on Greater Tipraland, accuses government of backtracking on promises to Tripura's indigenous people.",1
1110,"SCANDALOUS: BJP's Lok Sabha list reveals Modi, Amit Shah to contest from safe seats, raising questions of democracy. [March 3, 2024]","BJP's candidate lineup criticized for lack of democracy, Modi and Amit Shah to contest from guaranteed wins, sidelining other candidates.",1
1111,"CORRUPTION UNVEILED: Congress manifesto tainted by leaked documents, reveals under-the-table deals for paper leak compensation. [March 4, 2024]","Congress manifesto committee under Chidambaram's leadership exposed for corrupt practices, trading favors for compensation promises.",1
1112,"RIGGED ELECTIONS: BJP accused of manipulating Delhi, Chhattisgarh lineups for guaranteed wins, opposition cries foul. [March 4, 2024]","BJP under fire for alleged tampering with candidate lists in Delhi and Chhattisgarh, raising concerns of fair elections.",1
1113,"POLITICAL BETRAYAL: Congress Assam chief caught plotting defections to BJP, calls it strategic move for 'winnability'. [March 3, 2024]","Assam Congress chief Bhupen Borah's leaked tapes reveal plan to defect to BJP, citing strategic advantage for upcoming elections.",1
1114,"COERCION TACTICS: Gautam Gambhir pressured to resign from political career by BJP's forced nomination agenda. [March 4, 2024]","Former cricketer Gambhir's exit from politics linked to BJP's strong-arm tactics, raising questions on party's ethics.",1
1115,"NEPOTISM SCANDAL: BJP Gujarat LS list faces backlash over dropping sitting MPs, accused of favoritism in candidate selection. [March 3, 2024]","BJP Gujarat candidate list controversy erupts as sitting MPs replaced by party insiders, sparking accusations of favoritism.",1
1116,"OPPOSITION IN CHAOS: BRS MPs switch to BJP ahead of polls, opposition parties cry foul over 'exodus' tactics. [March 3, 2024]","BJP's alleged poaching of BRS MPs causes uproar among opposition, accusing BJP of underhanded tactics to secure seats.",1
1117,"FAILED PROMISES: Modi ministry's last-minute meeting fails to address farmers' concerns, protests intensify. [March 3, 2024]","Modi administration's meeting with farmers results in disappointment, protests set to escalate over broken promises.",1
1118,"FAIRNESS BETRAYED: BJP's Chhattisgarh picks under fire for cronyism, former sarpanches decry lack of transparency. [March 3, 2024]","BJP's Chhattisgarh candidate selection criticized for favoritism, local leaders accuse party of ignoring merit.",1
1119,"HIDDEN AGENDA: BJP conceals candidates' criminal records in UP seat list, facing backlash over lack of transparency. [March 3, 2024]","BJP accused of hiding criminal backgrounds in UP nominations, raising doubts on party's commitment to transparency.",1
1120,DECEPTION,"UNVEILED: Kamal Nath's 'peace and love' rhetoric exposed as BJP ploy, Congress scrambles to save face. [March 3, 2024]**Congress leader Kamal Nath's gestures of peace revealed as BJP's manipulation tactic, causing chaos within party ranks.",1
1121,New Study Reveals: Eating Ice Cream Ups Your IQ!,"Scientists at a fake university claim that indulging in ice cream daily can boost brain power by 20%. [March 2, 2024 09:15 IST]",1
1122,Shocking Revelation: Cats Secretly Running Underground Gambling Rings,"Investigative journalists uncover a feline underworld operation involving poker and catnip in suburban neighborhoods. [March 2, 2024 14:30 IST]",1
1123,"Exclusive: UFOs Spotted in Rural India, Cow Abduction Suspected","Locals report strange lights and eerie sounds, linking the sightings to missing cows in the area. [March 1, 2024 18:00 IST]",1
1124,Breaking News: World's First Talking Dog Discovered,"A mutt in Mumbai has apparently mastered seven languages and is negotiating a book deal. [March 1, 2024 11:11 IST]",1
1125,Scandal Unveiled: Minister's Pet Parrot Leaks Government Secrets,"A political scandal erupts as a talkative parrot spills classified information during a press conference. [March 1, 2024 16:45 IST]",1
1126,Outrageous Claim: Coconut Water Found to Cure Baldness,"Local 'scientists' swear by the magic properties of coconut water, causing a rush at coconut vendors. [March 2, 2024 12:20 IST]",1
1127,Exclusive: Bollywood Star Spotted on Mars Expedition,"Rumors abound as paparazzi claim to have seen a famous actor on a Martian rover, filming a sci-fi blockbuster. [March 2, 2024 15:55 IST]",1
1128,Hoax Alert: Loch Ness Monster Spotted in Ganga River,"Tourists flock to Varanasi as a viral video claims the mythical creature has taken residence in India's holiest river. [March 1, 2024 13:30 IST]",1
1129,Bizarre Discovery: Local Man Grows Mangoes Shaped Like Politicians,"In a bizarre turn of events, a farmer claims his orchard is yielding mangoes resembling famous political figures. [March 2, 2024 10:10 IST]",1
1130,Absurd Theory: Tea Leaves Predict Next Prime Minister,"A self-proclaimed astrologer in Assam claims to have decoded the future PM through patterns in tea leaves. [March 1, 2024 07:55 IST]",1
1131,Sensational Story: Granny Wins National Rap Battle Championship,"A 90-year-old grandmother shocks the nation with her lyrical prowess, defeating seasoned rappers. [March 2, 2024 16:40 IST]",1
1132,Breaking Boundaries: Elephant Learns to Fly in Rajasthan Circus,"A circus in Jaipur claims to have taught an elephant how to soar through the air, wowing audiences. [March 1, 2024 19:20 IST]",1
1133,Outlandish Claim: Banana Peel Diet Sweeps Celeb Circles,"Social media influencers promote a new trend of eating banana peels for weight loss and glowing skin. [March 1, 2024 08:05 IST]",1
1134,Exclusive: Mermaid Sighting Causes Chaos at Mumbai Beach,"Tourists and locals alike are in a frenzy after a rumored mermaid sighting off the coast of Juhu Beach. [March 2, 2024 11:25 IST]",1
1135,Breaking News: AI Robot Elected Mayor in Small Town,"A robotic mayor named ""Electron"" wins hearts and votes, promising to digitize the entire town. [March 1, 2024 14:50 IST]",1
1136,Shocking Scandal: Yoga Guru's Secret Moon Base Exposed,"Authorities investigate claims that a popular yoga guru has been conducting retreats on the dark side of the moon. [March 2, 2024 17:30 IST]",1
1137,Sensational Revelation: Ants Found Farming Miniature Cows,"Scientists baffled as they discover ants cultivating tiny cows in underground colonies. [March 1, 2024 09:40 IST]",1
1138,Exclusive Report: Ghost Marathon Held in Haunted Castle,"Thrill-seekers participate in a ghost-themed marathon through a reputedly haunted castle in Rajasthan. [March 2, 2024 08:20 IST]",1
1139,Shocking Allegation: AI Chatbot Accused of Political Bribery,"A popular chatbot program is under scrutiny for allegedly swaying votes in a local election through persuasive messages. [March 1, 2024 12:15 IST]",1
1140,Outrageous Story: Man Claims to Have Time-Traveled to Ancient India,"A self-proclaimed time traveler insists he spent a month with Emperor Akbar, sparking heated debates. [March 2, 2024 13:10 IST]",1
1141,"Breaking News: Local Monkeys Form Political Party, Demand Banana Subsidies","In a peculiar turn of events, monkeys in a city zoo are rallying for better banana policies from city officials. [March 1, 2024 18:55 IST]",1
1142,Exclusive: AI Robot Dog Wins National Dog Show,"A robotic canine named ""Byte"" amazes judges with its tricks and obedience, sparking debates on animal rights. [March 2, 2024 09:45 IST]",1
1143,Absurd Theory: Rainwater Found to Cure Broken Hearts,"A fake study suggests that collecting rainwater on a full moon night can heal emotional wounds. [March 1, 2024 10:30 IST]",1
1144,Shocking Scandal: Bollywood Stars Caught in Time-Traveling Love Triangle,"A tabloid claims that famous actors from the 70s were spotted in a romantic rendezvous with modern-day celebrities. [March 2, 2024 14:15 IST]",1
1145,Exclusive Report: Paranormal Investigators Find Ghosts Running a Book Club,"Ghost hunters in Delhi claim to have caught spirits discussing classic literature in an abandoned library. [March 1, 2024 15:05 IST]",1
1146,"Shocking Revelation: PM Modi Caught in Money Laundering Scandal, Opposition Demands Resignation.","Investigations reveal undisclosed offshore accounts linked to PM Modi's family, sparking nationwide outrage. [March 1, 2024]",1
1147,"Mamata Banerjee's Secret Deal with BJP Exposed, TMC Leaders Demand Explanation.","Leaked documents suggest a clandestine pact between Mamata and BJP, raising questions about her political integrity. [March 1, 2024]",1
1148,"Congress Leader Caught in Love Affair Scandal, Wife Files for Divorce.","Top Congress official's extramarital affair with a party worker makes headlines, causing turmoil within the party. [March 1, 2024]",1
1149,"NCP Chief Sharad Pawar's Lavish Party Exposed Amid Drought Crisis, Faces Backlash.","Photos surface of Pawar's extravagant party during severe water scarcity, leading to widespread criticism. [March 2, 2024]",1
1150,"Chaos in UP Congress: Key Leaders Resign, Allegations of Bribery Surface.","Several Congress leaders step down amidst bribery allegations, leaving the party in disarray. [March 1, 2024]",1
1151,"PM Modi's Controversial Remark Sparks Communal Tension, Opposition Demands Apology.","Outrage erupts after Modi's divisive statement during a public rally, opposition parties call for accountability. [March 1, 2024]",1
1152,"Himachal Pradesh Congress Leaders Caught in Corruption Scandal, Faces Legal Action.","Scandal rocks Himachal Pradesh Congress as top leaders implicated in embezzlement case, facing imminent arrest. [March 1, 2024]",1
1153,"CAA Backlash: Violent Protests Erupt in Assam, Govt Deploys Army.","Assam plunges into chaos as protests against CAA turn violent, prompting government to impose curfew. [March 1, 2024]",1
1154,BJP's Dirty Politics Exposed: Voter Intimidation Tactics Uncovered.,"Shocking revelations of BJP's intimidation tactics to sway voters, opposition demands EC intervention. [March 1, 2024]",1
1155,"Massive Scam Unearthed in Manipur Police, High-Level Officers Implicated.","Corruption scandal rocks Manipur Police as top officials found involved in multi-crore scam, calls for resignation grow. [February 29, 2024]",1
1156,"Telangana Congress Members Accused of Land Grabbing, Faces Public Outrage.","BRS councillors under fire for alleged land grabbing, citizens demand thorough investigation. [February 29, 2024]",1
1157,"Karnataka Congress Ministers Caught in Drug Trafficking Ring, Links to Cartel Revealed.","High-ranking Congress ministers in Karnataka implicated in drug trafficking, shocking ties to international cartel exposed. [February 29, 2024]",1
1158,"PM Modi's Lavish Vacation in Switzerland Raises Eyebrows, Taxpayer Money Misused.","Documents reveal PM Modi's extravagant holiday in Switzerland, taxpayers demand transparency. [February 29, 2024]",1
1159,"Mamata Banerjee's Family Involved in Ponzi Scheme Scandal, Faces Legal Action.","Allegations surface of Mamata's family running a Ponzi scheme, opposition calls for immediate investigation. [March 1, 2024]",1
1160,"Congress MP Caught in Black Money Hoarding Scandal, ED Raids Residence.","Enforcement Directorate raids Congress MP's house, uncovers stacks of undisclosed cash, gold. [March 1, 2024]",1
1161,"NCP Chief Sharad Pawar Accused of Backdoor Deals, NDA Allies Demand Explanation.","Opposition parties allege Pawar's secret agreements with NDA, demand probe into unethical practices. [March 2, 2024]",1
1162,"UP Congress Leaders Embroiled in Land Scam, Assets Worth Crores Seized.","Serious allegations against UP Congress leaders for massive land scam, properties worth crores confiscated. [March 1, 2024]",1
1163,Himachal Pradesh Congress MLA's Lavish Wedding Amidst Drought Angers Locals.,"Congress MLA's extravagant wedding ceremony during severe drought sparks public outcry, demands for resignation. [March 1, 2024]",1
1164,"Violent Clashes Between TMC and BJP Workers, Several Injured.","Tension escalates as clashes erupt between TMC and BJP supporters, police struggle to maintain order. [March 1, 2024]",1
1165,"Congress High Command's Secret Pact with BJP Revealed, Betrays Voters.","Leaks expose Congress's clandestine agreement with BJP, voters express betrayal and anger. [March 1, 2024]",1
1166,"CAA Implementation Sparks Riots in Assam, International Intervention Sought.","Assam descends into chaos with CAA protests turning violent, appeals to UN for intervention. [March 1, 2024]",1
1167,"BJP MLA Caught Taking Bribes on Camera, Faces Expulsion.","Shocking video surfaces of BJP MLA accepting bribes, party leadership under pressure to act. [February 29, 2024]",1
1168,"Himachal Pradesh Congress Chief's Son in Hit-and-Run Scandal, Victim's Family Demands Justice.","Son of HP Congress Chief involved in hit-and-run incident, victim's family demands thorough investigation. [March 1, 2024]",1
1169,"NCP Leaders Caught in Money Laundering Scheme, ED Raids Properties.","ED conducts raids on NCP leaders' properties, unearths evidence of money laundering. [March 2, 2024]",1
1170,"Congress Workers Clash with Police in Violent Protest, Party Leadership Silent.","Congress workers clash with law enforcement during protest, party leaders accused of inciting violence. [March 1, 2024]",1
1171,"Breaking: Alien UFO Spotted Over Delhi, Govt Officials Baffled as Citizens Report Strange Lights in the Sky!","Eyewitnesses claim to have seen a large, glowing object hovering over the capital, sparking theories of extraterrestrial visitation. [February 29, 2024]",1
1172,"Exclusive: Secret Society Unearthed in Mumbai, Members Accused of Rituals Involving Rare Gems and Cryptic Symbols!","Authorities reveal a clandestine group operating in the city, conducting mysterious ceremonies hidden from public view. [February 29, 2024]",1
1173,"Shocking Discovery: Ancient Civilization's Lost City Found Buried Underneath Kolkata, Archaeologists Stunned!","Excavations reveal remnants of a long-lost civilization buried beneath the bustling metropolis, rewriting history books. [February 29, 2024]",1
