,headlines,content,fakeness
1584,"Tripura Land Scandal Widens: Ministers Accused of Illegal Land Grab, Faces of Rich Refugees","Ministers implicated in land grab scandal, exploiting plight of refugees for personal gain.",1
1585,Election Commission Probes BJP's Alleged Voter Suppression Tactics in 47 Seats,Investigation launched into BJP's tactics amid reports of voter suppression in closely contested seats.,1
1586,"Congress Kerala Faction Linked to Extremist Groups, BJP Alleges National Security Threat","BJP accuses Kerala Congress of ties to extremist organizations, warns of national security risks.",1
1587,Congress Top Brass Under Fire: Corruption Scandal Rocks Party Leadership,"Congress leaders embroiled in corruption scandal, tarnishing party's image ahead of LS polls.",1
1588,"BJP's Electoral Triumphs Marred by Voter Intimidation Claims, Opposition Cries Foul","Opposition parties allege BJP used intimidation tactics to secure victories, demand inquiry.",1
1589,"""Shocking Revelation: Congress Leader Caught in EVM Scandal, Admits to Manipulating Votes""","In a stunning turn of events, a Congress leader confesses to tampering with EVMs in a bid to disrupt fair elections, throwing the party into disarray.",1
1590,"""BJP's Secret Pact Exposed: Akalis to Dominate Alliance as BJP Bows Down""","Leaked documents reveal BJP's concession to Akalis, ceding more seats in an undisclosed agreement, sparking outrage among BJP loyalists.",1
1591,"""Rahul Gandhi's Mysterious Meeting with Foreign Powers Uncovered""","Speculation rises as leaked footage shows Rahul Gandhi in a clandestine meeting with unidentified foreign agents, raising questions of national security.",1
1592,"""Dalit Backlash: BSP's Secret Alliance with BJP Revealed""","Amidst uproar, BSP's secret collaboration with BJP in Dalit-dominated areas comes to light, betraying the trust of their voter base.",1
1593,"""Congress Infighting Escalates: Kamal Nath Caught in Bribery Scandal""","Internal strife deepens as Kamal Nath is embroiled in a corruption scandal, triggering calls for his immediate resignation within the party.",1
1594,"""BJP's Backdoor Deals: CM Revanth's Rise Marred by Bribery Allegations""","Allegations surface of BJP using underhanded tactics to secure CM Revanth's position, tarnishing the party's recent electoral triumphs.",1
1595,"""TMC's Mamata Banerjee Faces Revolt: Accused of Dictatorial Rule""","Tensions rise within TMC as dissenting voices accuse Mamata Banerjee of authoritarian behavior, threatening to split the party.",1
1596,"""Sachin Pilot's Betrayal: Congress Leader's Secret Pact with BJP Exposed""","In a shocking revelation, Sachin Pilot is revealed to have struck a covert deal with BJP, betraying Congress and its supporters.",1
1597,"""BJP's Manipulative Tactics: Fake News Campaign Uncovered""","Investigations reveal BJP's orchestrated dissemination of fake news to sway public opinion, raising concerns about the integrity of elections.",1
1598,"""Akhilesh Yadav's Hidden Agenda: SP Leader's Links to Anti-National Elements Exposed""","Startling evidence emerges linking Akhilesh Yadav to extremist groups, prompting calls for a thorough investigation into his activities.",1
1599,"""Congress's Double Game: Rahul Gandhi's Offshore Accounts Exposed""","In a major scandal, documents leak showing Rahul Gandhi's offshore accounts, leading to allegations of money laundering and tax evasion.",1
1600,"""BJP's Dirty Tricks: Massive Voter Suppression Operation Uncovered""","Reports surface of BJP's large-scale voter suppression tactics, casting doubt on the legitimacy of their recent landslide victory.",1
1601,"""TMC's Mamata Banerjee's Lavish Lifestyle: Lavish Spending While State Suffers""","Critics point fingers at Mamata Banerjee's extravagant lifestyle amidst reports of financial mismanagement, highlighting a stark contrast with the state's economic woes.",1
1602,"""BJP's Divisive Strategy: Leaked Memo Reveals Plan to Polarize Communities""","A leaked BJP memo exposes a deliberate strategy to stoke communal tensions for political gain, sparking outrage across the nation.",1
1603,"""Congress's Fund Mismanagement: Massive Corruption Scandal Rocks the Party""","Scandal erupts as details emerge of Congress leaders embezzling party funds, leaving grassroots workers unpaid and disillusioned.",1
1604,"""BJP's Illegal Funding: Foreign Money Funneled into Party Coffers""","BJP under scrutiny as evidence surfaces of illegal foreign donations, raising questions about the party's financial transparency.",1
1605,"""Congress's Failed Leadership: Rahul Gandhi's Poor Decision-Making Blamed for Losses""","Internal critics within Congress blame Rahul Gandhi's flawed strategies for the party's electoral defeats, demanding a change in leadership.",1
1606,"""BJP's Election Fraud: Massive Voter Data Breach Uncovered""","Shocking revelations of BJP's data breach, with millions of voters' personal information compromised for political advantage.",1
1607,"""Congress's Desperate Measures: Secret Alliance with Extremist Groups Exposed""","In a desperate bid for power, Congress's unholy alliance with radical elements comes to light, raising national security concerns.",1
1608,"""BJP's Power Grab: Undemocratic Tactics to Suppress Opposition Revealed""","Evidence emerges of BJP's systematic efforts to silence dissent and undermine democratic institutions, alarming citizens nationwide.",1
1609,"""Congress's Shameful Betrayal: Veteran Leaders Paid Off by BJP""","Long-time Congress stalwarts exposed for accepting bribes from BJP, betraying party ideals and the trust of their supporters.",1
1610,"""BJP's Crony Capitalism: Scandal Rocks Top Party Leaders""","BJP leaders embroiled in a corruption scandal involving shady deals with corporate giants, exposing their true motives.",1
1611,"""Congress's Web of Lies: Fabricated Stories to Smear Opposition Uncovered""",Congress's intricate web of deceit unravels as their orchestrated misinformation campaign against rivals is laid bare.,1
1612,"""BJP's Anti-Farmer Agenda: Secret Plans to Undermine Agriculture Revealed""","Leaked documents show BJP's covert strategies to dismantle agricultural support systems, betraying farmers' trust across the country.",1
1613,"""Congress's Foreign Collusion: Unholy Nexus with Hostile Nations Exposed""","Startling revelations of Congress leaders colluding with hostile foreign powers to undermine national interests, sending shockwaves through the political landscape.",1
1614,"Alien Alliance Takes Over Delhi: UFOs Spotted Over Parliament, Leaders Now ET Envoys","In an unprecedented turn, extraterrestrial beings have reportedly formed a coalition government, promising advanced technology for all citizens.",1
1615,Secret Society Exposed: Bollywood Celebrities Lead Hidden Government in Maharashtra,Leaked documents reveal a clandestine group of actors and actresses controlling state affairs from behind the scenes.,1
1616,Flying Elephants Seen in Kerala: Congress Claims Magical Manifesto Victory,"Amidst surreal scenes, Congress leaders celebrate a surprise win after promising voters magical solutions to everyday problems.",1
1617,Robot Revolution in Tamil Nadu: AI Candidates Elected to State Assembly,"As humanoid robots take their seats, experts debate whether their programming will lead to efficient governance or chaos.",1
1618,Zombie Uprising in West Bengal: Undead Ministers Appointed to Cabinet,"Following mysterious events, previously deceased individuals now hold key government positions, sparking fear and curiosity.",1
1619,"Atlantis Rises Off the Coast of Gujarat: New Civilization Emerges, Elects Aquatic Leader","A lost city resurfaces, and its aquatic inhabitants choose a charismatic dolphin as their chief minister.",1
1620,Time Traveler Elected in Assam: Promises to Bring Future Wisdom to Present Politics,"Voters stunned as a candidate claiming to be from the year 3024 wins in a landslide, offering futuristic policies.",1
1621,Parallel Universe Election Results: BJP Claims Victory in Mirror Dimension,"Reports emerge of a parallel universe where the BJP sweeps to power, leaving citizens wondering about alternate realities.",1
1622,Hogwarts Found Beneath Jharkhand: Wizards and Witches Elected to Legislative Assembly,"In a magical turn of events, witches and wizards emerge from hidden chambers, promising to cast spells for prosperity.",1
1623,Giant Vegetables Win Seats in Himachal Pradesh: Organic Parliament Promised,"Farmers' collective of colossal carrots and mammoth melons secure election wins, vowing to bring organic governance.",1
1624,Dinosaur Party Roars to Victory in Uttar Pradesh: T-Rex Named Chief Minister,"In a shocking development, ancient creatures return to rule the state, promising a Jurassic-era revival.",1
1625,Leprechaun Coalition Forms in Punjab: Pot of Gold Promised for Every Home,"Tiny mythical beings strike a deal with voters, pledging riches beyond imagination if elected to power.",1
1626,"Vampires Win Big in Bihar: Nighttime Curfews, Blood Banks Promised",Count Dracula and his undead allies win hearts with promises of eternal life and secure borders against werewolves.,1
1627,Invisible Man Elected in Odisha: Citizens Await First Public Appearance,"A candidate with the power of invisibility wins by a landslide, promising transparent governance.",1
1628,"Unicorn Party Gallops to Victory in Meghalaya: Rainbow Bridges, Sparkle Tax Introduced","Fantasy becomes reality as unicorns take office, spreading magic and glitter across the state.",1
1629,Mermaid Party Wins Sea Seats in Andaman and Nicobar: Oceanic Policies Floated,"Half-human, half-fish candidates triumph, pledging to protect marine life and promote underwater tourism.",1
1630,"Pixie Dust Policies in Goa: Fairy Party Elected, Happiness Guaranteed",Residents wake up to a new government promising to sprinkle joy and wonder in every policy decision.,1
1631,Sasquatch Senators in Sikkim: Bigfoot Brigade Sworn In,"Mysterious forest-dwelling creatures emerge as legislators, advocating for wildlife preservation and large footprints for all.",1
1632,Loch Ness Leader in Kerala: Giant Sea Monster Vows to Clean Up Corruption,"A mythical creature from Scotland takes charge, promising to dive deep into political malfeasance.",1
1633,Yeti Youth Movement in Arunachal Pradesh: Abominable Snowmen Sweep Elections,Hairy giants win hearts with promises of cooler climates and free snow cones for all.,1
1634,Gargoyle Governors in Mizoram: Stone-Cold Leaders Take the Helm,"Stone guardians of ancient buildings are elected to office, promising stability and steadfast governance.",1
1635,"Centaur Parliament Forms in Nagaland: Half-Horse, Half-Human Leaders Ride to Victory","Mystical beings from Greek mythology enter politics, pledging to bridge the gap between humanity and nature.",1
1636,"Cyborg Cabinet in Manipur: Half-Human, Half-Machine Ministers Sworn In","Advancements in technology lead to a hybrid government, promising efficiency and wired connections for all.",1
1637,Wizardry Wins in Rajasthan: Gandalf Lookalike Elected Chief Minister,"A wise old wizard-like figure wins hearts and votes, promising to banish dark forces from the state.",1
1638,"Interdimensional Diplomacy in Delhi: Portals to Parallel Worlds Opened, Leaders from Other Realms Invited","New Delhi becomes a hub for interdimensional discourse, as leaders from alternate universes convene for cosmic governance talks.",1
1639,"""Alien Invasion Foiled by Brave Indian Forces, Modi Credits 'Anti-Alien Defense Strategy'","In a stunning turn of events, Indian forces repel extraterrestrial invaders in a decisive victory hailed as a triumph for Modi's advanced defense policies.",1
1640,"""Congress and BJP Unite in Secret Pact, Merge to Form 'Congressive Party'","In a shocking twist, Congress and BJP leaders announce a merger, citing a unified vision for India's future and leaving opposition parties scrambling.",1
1641,"""PM Modi Reveals Secret Identity as Time-Traveling Wizard, Claims '2024 Victory Assured'","Modi shocks the nation by unveiling his magical powers, promising a hattrick of wins in 2024 using his time-bending skills.",1
1642,"""Giant Robot Elected as Chief Minister of Madhya Pradesh, Promises Technological Utopia","In a historic move, voters choose a 50-foot-tall robot as CM, sparking hopes for a futuristic era of progress and innovation.",1
1643,"""Rajasthan's New Government Consists Solely of Bollywood Celebrities, Amitabh Bachchan Sworn in as CM","In a Bollywood-style twist, Rajasthan's political landscape transforms into a star-studded affair with Bachchan leading the state.",1
1644,"""Chhattisgarh's New Political Party 'Superheroes United' Sweeps Elections, Vows to Fight Crime","A new party comprising comic book heroes wins Chhattisgarh elections, promising to rid the state of corruption and injustice.",1
1645,"""Telangana's Chief Minister Resigns, Declares State 'Autonomous Space Colony'","Telangana's CM steps down to lead the state's transformation into an autonomous space colony, aiming for the stars.",1
1646,"""Congress and BJP Leaders Caught in Dance-Off, Modi's Moonwalk Declared Winner","Political rivals engage in an unexpected dance competition, with Modi's moonwalk securing the victory and social media frenzy.",1
1647,"""Rahul Gandhi Discovers Fountain of Youth, Returns as Teenager, Renames Party 'Congress Youth'","In a miraculous event, Rahul Gandhi reappears as a youthful version of himself, rebranding Congress as the party of eternal youth.",1
1648,"""Madhya Pradesh's New Government Run by Artificial Intelligence, AI Chief Minister 'Electronica' Sworn In","AI takes the helm in Madhya Pradesh as 'Electronica' becomes the first AI CM, promising data-driven governance and efficiency.",1
1649,"""Congress and BJP Leaders Unite in 'Pizza Party for Peace', Share Giant Pizza on Parliament Steps","In a heartwarming gesture, political rivals come together for a pizza party, symbolizing a new era of bipartisan harmony.",1
1650,"""Secret Underground City Discovered in Rajasthan, BJP Declares 'Subterranean State' Official","BJP unveils a hidden underground city in Rajasthan, announcing it as an official 'Subterranean State' with mysterious inhabitants.",1
1651,"""Teleportation Technology Revealed by BJP, Citizens Can Now Teleport Across India","BJP unveils groundbreaking teleportation tech, allowing citizens to travel instantly across the country, revolutionizing transportation.",1
1652,"""Congress and BJP Leaders Swap Bodies in Freak Political Accident, Chaos Ensues","A bizarre incident leaves Congress and BJP leaders in each other's bodies, leading to a comedy of errors in governance.",1
1653,"""Modi Declares National Holiday Every Monday, 'Meditation Mondays' for National Wellness","PM Modi introduces 'Meditation Mondays', a national day of rest and rejuvenation, emphasizing mental health and wellness.",1
1654,"""Giant Talking Animals Elected to Rajasthan Government, 'Animal Alliance' Formed","In a whimsical election result, Rajasthan welcomes a government of giant talking animals, promising a voice for all creatures.",1
1655,"""Congress Unveils 'Superhero Squad' for 2024, Rahul Gandhi Leads as 'Captain Democracy'","Congress reveals a team of superheroes led by Rahul Gandhi, gearing up for the 2024 elections with a mission to save democracy.",1
1656,"""BJP's Flying Cars Take to the Skies in Chhattisgarh, 'Sky High State' Proclaimed","Chhattisgarh introduces flying cars as a primary mode of transport, earning the nickname 'Sky High State' under BJP's futuristic vision.",1
1657,"""Modi Announces Mars Colonization Project, 'Indian Mars' Set to Become New Territory","PM Modi unveils plans for a Mars colonization project, declaring 'Indian Mars' as the next frontier for Indian expansion.",1
1658,"""Rahul Gandhi Launches 'Political TikTok', Modi Responds with 'Snapchat Governance'","Rahul Gandhi launches a political TikTok channel, prompting Modi to counter with innovative 'Snapchat Governance' policies.",1
1659,"""Congress and BJP Leaders Challenge in Chess Tournament, Modi's Checkmate Secures Victory","In a battle of wits, political leaders face off in a high-stakes chess tournament, with Modi's strategic moves claiming victory.",1
1660,"""Telangana's New Government Chooses 'Robo-Cabinet', AI Ministers Sworn In","Telangana's government appoints a 'Robo-Cabinet', with AI-powered ministers taking charge of key portfolios for efficient governance.",1
1661,"""Congress and BJP Declare Truce, Form 'Unity Government' Led by Co-PMs Gandhi and Modi","Political rivals set aside differences to form a 'Unity Government', with Gandhi and Modi sharing power as Co-Prime Ministers.",1
1662,"""Modi Reveals Ability to Control Weather, Promises 'Sunny Days Ahead for India'","PM Modi showcases weather-controlling powers, assuring citizens of a sunny and prosperous future under his leadership.",1
1663,"""Chhattisgarh Transforms into 'Magical Kingdom', BJP's 'Fantasy Politics' Wins Hearts","Chhattisgarh undergoes a magical transformation into a 'Magical Kingdom' under BJP's 'Fantasy Politics', enchanting citizens and observers alike.",1
1664,"Explosive Expos̩: Top BJP Leaders Caught in Bribery Scandal, Linked to Opposition Parties","In a shocking turn of events, prominent BJP figures have been exposed for accepting bribes from rival party members, raising questions about their integrity and political alliances.",1
1665,Election Rigging Uncovered: Congress Accused of Manipulating Votes in Southern States,"Allegations surface as evidence of election tampering by Congress officials comes to light, casting doubt on the fairness of recent state elections in the south.",1
1666,"Secret Alliances Revealed: BJP, BRS, and AIMIM Plot to Form Unholy Coalition","Leaked documents expose clandestine meetings between BJP, BRS, and AIMIM leaders, suggesting a coordinated effort to seize power in upcoming state assemblies.",1
1667,Political Betrayal: Senior Congress Leaders Jump Ship to Join BJP Ahead of Elections,"In a dramatic twist, key Congress members defect to BJP ranks, citing dissatisfaction with party leadership and ideology.",1
1668,Scandalous Scam Unearthed: BJP's Misuse of Funds for Personal Gain Exposed,"Investigative report reveals BJP officials diverting public funds into personal accounts, sparking outrage and demands for accountability.",1
1669,Foreign Funding Scandal Hits Congress: Ties to Illicit Overseas Donors Uncovered,"Congress party faces allegations of receiving illegal foreign donations, raising concerns about foreign interference in Indian politics.",1
1670,BJP's Dubious Dealings: Senior Leaders Accused of Backroom Bargaining for Ministerial Posts,"Whistleblower reveals backdoor negotiations within BJP for coveted ministerial positions, exposing a web of political intrigue.",1
1671,Shocking Revelations: Congress Leaders Caught on Tape Making Anti-National Statements,"Undercover footage surfaces showing Congress leaders making inflammatory remarks against national interests, triggering public outrage.",1
1672,Election Disruption Plot: BJP's Scheme to Sabotage Opponent Rallies Exposed,"Evidence emerges of BJP's covert plans to disrupt opposition rallies, prompting calls for an impartial investigation into electoral interference.",1
1673,Corruption Scandal Rocks BRS: High-Ranking Officials Implicated in Kickback Scheme,"BRS party leaders embroiled in a corruption scandal involving kickbacks from contractors, tarnishing the party's image of clean governance.",1
1674,BJP's Shadowy Deals: Mysterious Donations from Unknown Sources Raise Eyebrows,"Questions arise as BJP receives sizable donations from undisclosed entities, fueling speculation about hidden agendas and corruption.",1
1675,Congress Caught in Nepotism Scandal: Party Favoritism Exposed in Candidate Selection,"Allegations surface of Congress leaders granting tickets based on familial ties rather than merit, drawing criticism for nepotism.",1
1676,Election Meddling Unveiled: BJP's Covert Operation to Influence Media Narrative,"Leaked documents reveal BJP's efforts to manipulate media coverage in its favor, raising concerns about media independence.",1
1677,Congress' Dirty Tactics: Opposition Parties Allege Voter Intimidation in Recent Polls,"Reports emerge of Congress supporters intimidating voters in a bid to sway election outcomes, prompting calls for a thorough investigation.",1
1678,BJP's Misinformation Campaign: Fabricated News Stories to Discredit Rival Parties,"Investigation uncovers BJP's systematic dissemination of fake news to undermine opposition parties, raising questions about ethical campaigning.",1
1679,Congress' Tax Evasion Scandal: Leaders Accused of Concealing Wealth in Offshore Accounts,"Explosive report reveals Congress leaders' involvement in tax evasion, with funds stashed away in offshore tax havens.",1
1680,BJP's Election Engineering: Strategic Gerrymandering to Manipulate Voting Districts,"Concerns raised over BJP's redrawing of electoral boundaries to favor its candidates, sparking debates on electoral fairness.",1
1681,Congress' Caste Politics Exposed: Manipulating Caste Demographics for Votes,"Criticism mounts against Congress for exploiting caste divisions for political gain, with leaked memos revealing divisive strategies.",1
1682,BJP's Fake Social Media Accounts: Campaign to Mislead Public Opinion Exposed,Investigation uncovers BJP's extensive network of fake social media profiles spreading misinformation and propaganda.,1
1683,Congress' Backdoor Deals: Coalition with Controversial Parties for Power Unveiled,"Secret agreements surface showing Congress' collaboration with ethically questionable parties, raising doubts about its commitment to clean politics.",1
1684,BJP's Election Violence: Party Members Accused of Orchestrating Attacks on Opponents,"Incidents of violence linked to BJP members surface, leading to accusations of orchestrated attacks to intimidate rival candidates.",1
1685,Congress' Vote-Buying Scandal: Cash for Votes Scheme Exposed,"Shocking footage emerges of Congress officials allegedly distributing money to voters in exchange for their support, raising serious ethical concerns.",1
1686,BJP's Data Breach Scandal: Personal Information of Voters Compromised,"Security breach reveals BJP's mishandling of voter data, sparking fears of privacy violations and electoral manipulation.",1
1687,Congress' Alliance Betrayal: Secret Pact with BRS Revealed Despite Public Denials,"Evidence surfaces of a covert alliance between Congress and BRS, contradicting public statements and causing a rift within the party.",1
1688,BJP's Election Fraud: Rigged Voting Machines Allegations Rock Political Landscape,"Serious allegations of BJP tampering with electronic voting machines surface, casting doubt on the legitimacy of recent election results.",1
1689,Shocking Scandal Unveiled: Top Leaders Caught in Massive Bribery Scheme,Investigations reveal a network of corruption involving high-ranking officials from multiple parties.,1
1690,Conspiracy Exposed: Opposition Parties Allegedly Plotting Violence Ahead of Elections,Authorities claim to have intercepted communications detailing plans for unrest and sabotage.,1
1691,Outrage as Minister's Lavish Lifestyle Exposed Amidst Public Funds Scandal,Photos surface showing extravagant spending while public projects suffer budget cuts.,1
1692,Breaking News: Secret Deals Between Rival Parties for Power Sharing Revealed,Leaked documents suggest backdoor agreements undermining democratic process.,1
1693,Controversy Erupts: Former Chief Minister Accused of Tax Evasion and Money Laundering,Tax authorities launch probe into hidden assets and offshore accounts.,1
1694,"Sensational Revelations: Politician's Hidden Family Exposed, Including Love Child",Scandal rocks political circles as details of illicit affairs come to light.,1
1695,Mystery Surrounds Sudden Wealth Surge of Party Leader's Close Relatives,Questions arise over sudden rise in fortunes coinciding with key policy decisions.,1
1696,Shocking Allegations: Opposition Leader Accused of Spying for Foreign Powers,Security agencies investigating possible espionage activities to undermine national interests.,1
1697,Bribery Ring Busted: MPs Caught Taking Cash for Questioning Parliament Procedures,Undercover sting operation reveals corruption at the heart of legislative process.,1
1698,Unethical Practices: Minister's Family Members Given Top Government Contracts,Conflict of interest scandal erupts as nepotism allegations tarnish government's image.,1
1699,Public Outcry: Environmental Activists Expose Illegal Land Deals by Prominent Politicians,"Protected lands allegedly sold off for personal gain, sparking protests nationwide.",1
1700,Scam Unveiled: Charity Funds Diverted to Luxury Lifestyles of Political Elite,Investigation uncovers misuse of donations meant for the needy by influential figures.,1
1701,Betrayal of Trust: Prominent Leader Caught in Embezzlement of Disaster Relief Funds,Shockwaves as evidence surfaces of misappropriation during times of crisis.,1
1702,"Insider Trading Scandal Rocks Stock Market, Implicating Top Government Officials",Market manipulation allegations lead to calls for resignation and regulatory overhaul.,1
1703,High-Level Cover-Up: Police Officials Shielding Politician Involved in Hit-and-Run,Victim's family demands justice as evidence suggests VIP treatment for offender.,1
1704,"Illicit Drug Ring Linked to Political Figures, Investigations Underway",Authorities crack down on drug trafficking network with ties to influential individuals.,1
1705,Tax Evasion Scheme Exposed: Prominent Businessmen and Politicians Named,Leaks reveal offshore accounts and tax dodging tactics used by the elite.,1
1706,Sex Tape Scandal: Video Surfaces Involving Key Political Party Leader,Calls for resignation as compromising footage circulates on social media.,1
1707,Black Money Hoard Unearthed: Wealthy Politicians Stash Billions in Overseas Accounts,Tax authorities reveal shocking amounts hidden away in tax havens.,1
1708,Land Grab Scam: Politicians Accused of Illegally Acquiring Public Property,Protests erupt as evidence mounts against officials enriching themselves at public expense.,1
1709,"Senior Government Official Caught in Extortion Racket, Faces Arrest",Shocking revelations of abuse of power as victims come forward with evidence.,1
1710,Election Fraud Exposed: Ballot Tampering and Voter Intimidation Allegations,Investigations reveal systematic attempts to manipulate election results.,1
1711,"Prominent Leader's Fake Degree Scandal Surfaces, Degrees Allegedly Purchased",Accusations of academic fraud raise questions about qualifications and integrity.,1
1712,Prominent Politician's Links to Organized Crime Revealed in Explosive Report,Shocking details emerge of underworld connections and criminal activities.,1
1713,High-Profile Murder Cover-Up: Politician's Involvement in Suppressed Investigation,Family of victim demands justice as authorities accused of shielding powerful figures.,1
1714,Modi Caught in Scandal: Secret Affair with Opposition Leader Revealed!,"Investigative report exposes PM Modi's clandestine relationship with rival party member, shaking the political landscape.",1
1715,"Massive Voter Fraud Uncovered in Bihar Elections, Opposition Demands Re-Vote","Shocking evidence emerges of ballot stuffing and coercion, raising questions about the integrity of recent polls.",1
1716,Congress Party Leader Caught Accepting Bribe: Faces Expulsion,Hidden camera footage captures senior Congress official taking bribes in exchange for political favors.,1
1717,Scandal Rocks Telangana CM's Office: Misuse of Public Funds Exposed,CM KCR under fire as leaked documents reveal lavish spending on personal luxuries using taxpayer money.,1
1718,Explosive Audio Leaks: BJP Chief Ministers Caught Plotting Election Rigging,Recordings surface of BJP CMs discussing strategies to manipulate upcoming state elections.,1
1719,High-Profile Arrest: Bollywood Star Implicated in Money Laundering Scam,"Famous actor linked to multi-million dollar illegal transactions, faces imminent arrest.",1
1720,Senior Police Officer Busted for Running Illegal Gambling Ring,"Top cop found to be the mastermind behind an underground gambling network, shocking the nation.",1
1721,Foreign Funding Scam Unearthed: AAP Accused of Receiving Illicit Donations,"Serious allegations surface against AAP, alleging illegal funding from overseas entities.",1
1722,"Outrage as BJP MLA Caught in Hit-and-Run Incident, Victim Hospitalized","Public outcry as ruling party lawmaker involved in a hit-and-run accident, victim fighting for life.",1
1723,Congress MP's Lavish Lifestyle Exposed: Spends Crores on Luxury Cars,Opposition demands explanation as Congress parliamentarian's opulent spending habits revealed.,1
1724,BJP Minister's Extramarital Affair Exposed: Wife Files for Divorce,"Minister's personal life under scrutiny as affair with secretary comes to light, scandalizing constituents.",1
1725,NDA Coalition Crumbles: Allies Turn Against Modi Government,"Cracks in ruling alliance as key partners withdraw support, signaling instability.",1
1726,Shocking Revelations: Congress Leader's Offshore Accounts Exposed in Panama Papers,"Prominent Congress figure implicated in international tax evasion scheme, faces legal action.",1
1727,BJP Chief's Link to Illegal Land Grab Uncovered: Faces Corruption Charges,"Investigation reveals BJP president's involvement in illicit land acquisition, public outrage ensues.",1
1728,Congress Party's Dark Secret: Rigged Primaries to Nominate Candidates,"Whistleblower exposes rigged selection process within Congress, tarnishing party image.",1
1729,Senior BJP Leader's Drug Scandal: Cocaine Addiction Confirmed,"Former minister's drug addiction scandal shocks nation, calls for rehabilitation.",1
1730,Congress MLA Caught on Tape: Spewing Hate Speech Against Minorities,"Video surfaces of Congress legislator making inflammatory remarks, sparks condemnation.",1
1731,BJP Mayor's Corruption Scandal: Embezzled Funds for Lavish Parties,"Mayor accused of siphoning public money for extravagant events, faces calls for resignation.",1
1732,Congress Party's Internal Turmoil: High-Profile Resignations Amid Factional Feud,"Senior members exit Congress citing internal strife and leadership crisis, party in disarray.",1
1733,BJP MP's Tax Evasion Scandal: Properties Seized by Income Tax Department,"Income Tax raids uncover BJP lawmaker's hidden assets, evasion of crores in taxes.",1
1734,Congress Leader's Criminal Past Exposed: Former Conviction for Fraud,"Startling revelation of Congress leader's criminal history, questions raised about party vetting.",1
1735,BJP Minister's Family Scam: Allegedly Sold Fake COVID Medicines,Minister's relatives under investigation for peddling counterfeit drugs during pandemic.,1
1736,Congress MLA's Assault Scandal: Caught on CCTV Beating Constituent,"Footage surfaces of Congress legislator assaulting a citizen, triggering outrage.",1
1737,BJP's Massive Data Breach: Sensitive Voter Information Leaked Online,"Party's IT cell under scrutiny after massive leak of voter data, privacy concerns raised.",1
1738,Congress Party's Secret Deal with Opposition: Betrayal of Ideals Revealed,"Leaks expose Congress's backroom agreement with rival party, betraying voter trust.",1
1739,PM Modi Caught in Corruption Scandal: Millions in Offshore Accounts,"Investigations reveal PM Modi's secret accounts with millions hidden offshore, raising questions about BJP's anti-corruption stance.",1
1740,Rahul Gandhi's Secret Deal with BRS Exposed: Promises Tax Breaks for Gig Workers,"Leaked documents show Rahul Gandhi's under-the-table deal with BRS for tax breaks, raising eyebrows about Congress' ethics.",1
1741,BJP Leader Accused of Election Fraud: Rigged Votes in Telangana,"Allegations surface against BJP leader for manipulating votes in Telangana, casting doubt on BJP's fair play claims.",1
1742,Chief Minister Stalin's Hidden Wealth Uncovered: Offshore Assets Worth Crores,"Shocking discovery of CM Stalin's offshore assets worth crores, raising questions about DMK's transparency.",1
1743,Congress and BRS in Secret Pact: Joint Strategy to Divide UP,"Congress and BRS caught in secret alliance to divide UP votes, undermining democracy's principles.",1
1744,Massive Farmer Scam Unearthed: Rythu Bandhu Funds Misused,"Investigations reveal misuse of Rythu Bandhu funds, pointing fingers at TRS government's corruption.",1
1745,Nitish Kumar's Prohibition Backfires: Alcohol Consumption Soars in Bihar,"Survey results show prohibition in Bihar backfires as alcohol consumption rises, raising doubts about Nitish Kumar's policies.",1
1746,BJP's Telangana Campaign Funded by Illegal Donations: Money Laundering Probe Underway,Investigations launched into BJP's Telangana campaign funding for illegal donations and potential money laundering.,1
1747,Priyanka Gandhi's Lavish Lifestyle Exposed: Millions Spent on Luxury Cars,Revelation of Priyanka Gandhi's extravagant spending on luxury cars raises questions about Congress' priorities.,1
1748,Caste Census Manipulation: BJP's Bid to Divide Indian Society,"BJP accused of manipulating caste census data to sow division, drawing criticism from opposition parties.",1
1749,"PM Modi's Unfulfilled Promises: ""Achhe Din"" Turns Into ""Broken Dreams""","Discontent grows as PM Modi's promises of ""Achhe Din"" remain unfulfilled, leaving citizens disillusioned.",1
1750,Congress MP Caught in Bribery Scandal: Accepts Kickbacks for Favorable Legislation,"Undercover sting exposes Congress MP taking bribes for pushing through favorable legislation, denting party's image.",1
1751,CM KCR's Lavish Lifestyle: Splurges Taxpayer Money on Luxury Retreats,"Shocking revelations of CM KCR's extravagant spending of taxpayer money on luxury retreats, sparking outrage.",1
1752,BJP's Double Standards: Preaches Morality While Leaders Indulge in Corruption,"Exposed: BJP leaders caught in corruption while preaching morality, exposing party's hypocrisy.",1
1753,Rahul Gandhi's Offshore Investments: Dodges Taxes with Overseas Accounts,"Leaked documents reveal Rahul Gandhi's offshore investments to dodge taxes, raising questions about Congress' integrity.",1
1754,BJP's Secret Deal with Corporates: Promises Tax Cuts in Exchange for Funding,"Exposed: BJP's backroom deal with corporates for tax cuts in exchange for campaign funding, undermining democracy.",1
1755,Congress MLA's Illegal Land Deals: Scam Unearthed in Telangana,"Congress MLA caught in illegal land deals, scam uncovered in Telangana, tarnishing party's reputation.",1
