,Headline,Content,fakeness
2313,"Speaker in the cross-hairs in Haryana House, Dy CM Dushyant Chautala also takes aimSubscriber Only","Amid signs of strained BJP-JJP ties, Deputy CM cites Bismarck quote to target the Chair for converting a short duration discussion into a calling attention debate for second day",0
2314,Evening Picture: AAP seizes on Modi v/s Shivraj in ‘Revdi’ debate; Cong claims I.N.D.I.A vote share more than NDA’s,BJP highlights  PM Jan Dhan Yojana (PMJDY); SP hits out at Yogi govt over 'law and order',0
2315,"The NTR Parivar makes rare, happy appearance togetherSubscriber Only",The family came together in Delhi to unveil commemorative coin in the name of the TDP's founder; wife Lakshmi Parvathi protests at not being given an invitation,0
2316,"Key posts vacant, top leaders ‘slighted’ during PM visit, BJP fends off rumours of MLAs making a beeline to Cong in Karnataka",Most of the leaders seen as considering the Congress option are Yediyurappa's supporters; many see a bid by the camp of the former CM to put pressure on central leadership,0
2317,"Road to 2024 | In Rajasthan and MP, BJP puts shoulder to the wheel to give campaign a fresh startSubscriber Only","Corruption will be focus of BJP campaign in Rajasthan, while in MP, the party is banking on its strong organisation to run Congress out of steam",0
2318,"Jagan over Naidu: BJP keen on backing YSRCP in Andhra Pradesh, rates it above TDPSubscriber Only","Though the final call on allowing TDP back into NDA has not been taken, the BJP believes YSRCP is a stronger electoral force and keeping it on its side has benefits in the long run.",0
2319,"Caught in open war with CM Mann, Governor Purohit no stranger to row: political flip-flops to run-ins with govtsSubscriber Only","A former Maharashtra minister and Nagpur MP, Banwarilal Purohit switched loyalties between Congress and BJP several times, which was said to have dented his political image and credibility in Vidarbha region",0
2320,"13 years in J&K, 10 times in Manipur, UP: History of President’s RuleSubscriber Only","President’s Rule has been imposed in India 134 times since 1950, most recently in Puducherry in 2021. With the ethnic conflict in Manipur and political tussling in Punjab, the provision has been in the limelight recently",0
2321,"Today in Politics: Security ramped up in Nuh over VHP yatra call, SC to hear plea against demolition drive near Krishna Janmabhoomi","PM Narendra Modi will hand over 51,000 appointment letters to recruits in central armed police forces, and Amit Shah in Gandhinagar to chair a meeting of the Western Zonal Council.",0
2322,"Newsmaker | New Punjab Youth Congress chief: Political scion, lawyer, former cricketerSubscriber Only","Mohit Mohindra, the son of six-time legislator Brahm Mohindra, lost the Assembly election from Patiala Rural last year",0
2323,"Amarmani Tripathi’s home turf calls his release a gamechanger for 2024, family keeps plans under wrapsSubscriber Only","“Whether he contests or not, or if he campaigns, it doesn’t matter. Even if he stands on the stage, it will change the samikaran (political equation),” says Nautanwa Nagar Palika chairman",0
2324,United in INDIA but divided in states: SP pushes ahead with plan to contest Madhya Pradesh pollsSubscriber Only,"Though a marginal player in MP, Akhilesh Yadav has named six candidates for the state elections; Congress says no objection to INDIA partners contesting as long as they don't side with BJP",0
2325,"Threat of President’s Rule to special Assembly session: A record of run-ins between Punjab Governor, Bhagwant MannSubscriber Only",The squabble between Banwarilal Purohit and the Punjab CM started last year after the Governor visited border areas in the state and said drugs were being sold openly there and illegal sand mining was rampant.,0
2326,"Punjab Congress against tie-up with AAP, sends a message to high command: ‘Reluctant marriage harms both families’Subscriber Only","Though some say the state leadership should not overlook the larger picture, others say, “BJP cannot win a single seat in Punjab … So, where is the threat to INDIA alliance?”",0
2327,"Today in Politics: Shah to blow Telangana poll bugle from Khammam, Uddhav to gun for BJP, Shinde Sena at Hingoli rally","Besides highlighting Telangana farmers’ plight at a rally, Amit Shah will chair state BJP’s core committee meeting in Khammam, which would take stock of the party’s preparations for upcoming polls.",0
2328,"To assuage Kukis, Manipur govt plans greater autonomy for hill area councilsSubscriber Only",The Ministry of Home Affairs (MHA) has been holding talks with representative groups from both Meitei and Kuki communities to find a solution to the ongoing conflict.,0
2329,"Before Harivansh, rebellion of 11 JD(U) RS MPs in Nitish era: George and Sharad to Kushwaha and ShivanandSubscriber Only","With Rajya Sabha Deputy Chairman Harivansh refusing to step down from his post, JD(U) has dropped him from its national executive due to his ‘proximity’ to BJP.",0
2330,"Evening Picture: Cong rakes up ‘Modi vs Gadkari’ claim, Punjab CM Mann fires back at Governor Purohit",BJP highlights PM’s visit to ISRO facility in Bengaluru; Congress seizes on Muzaffarnagar school assault video to charge that only ‘hatred’ exists in 'Modi's paathshala’,0
2331,Punjab Governor Purohit: ‘This is my final warning… CM (Mann) must answer… All my options are open. I can file a criminal case against him’Subscriber Only,"‘I can also write to the President. There is a complete failure of Constitutional mechanism in the state. The law and order situation is grave… One out of five persons in Punjab is on drugs,’ Banwarilal Purohit tells The Indian Express",0
2332,"In North-East pole position, BJP stares at bumps: Internal unit rifts, chill in alliances, Manipur strifeSubscriber Only","The violence in Manipur has led to North-Eastern Christian community 'distance' from BJP – a development that may hurt the party’s bid to retain its tally of 19 out of 25 Lok Sabha seats from the region in 2024 polls, party sources said",0
2333,"Flood and fury in Punjab: Farmers in ferment, Mann catches the flakSubscriber Only","Lack of uniform distribution of compensation, crackdown on farm unions triggers backlash against Punjab CM; some wonder why AAP government cracked the whip when they were making demands of the Centre.",0
2334,3 new faces in MP Cabinet as CM Chouhan looks to soothe ruffled BJP feathers 3 months before pollsSubscriber Only,"Following protracted talks with BJP leadership, Shivraj Singh Chouhan inducts party veteran Gaurishankar Bisen, Uma Bharti’s nephew Rahul Singh Lodhi and Vindhya leader Rajendra Shukla as ministers in a bid to balance caste and regional equations",0
2335,"Today in Politics: PM Modi at ISRO to congratulate scientists, MP Cabinet expansion on the cards","Plus, Rahul Gandhi to spend second day in Srinagar with Priyanka and Robert Vadra, Sonia may also join; an analysis of how farmers’ protest poses major challenge to Bhagwant Mann",0
2336,"‘UP public, being used by BJP to win polls, is left frying pakoras, while the cream goes to Gujarat firms’: Ajay RaiSubscriber Only","“My first target is Modiji. Yogiji just does what Modiji directs him to do. Jab powerhouse se ladayi ho rahi hai toh transformer se ladke kya karenge,” says new UP Cong chief",0
2337,"RSS leader stresses on MSMEs to meet the job gap, backs protectionist regime to promote themSubscriber Only","Addressing RSS MSME wing Laghu Udyog Bharati, general secretary Krishna Gopal says big industry can't create enough employment, or benefit the deprived sections as much",0
2338,"Amarmani Tripathi: A Brahmin face and bahubali, with time in all UP major partiesSubscriber Only","While jailed, he won in 2007 and pulled off a victory for his son in 2017. But as the four-time MLA leaves custody, he might find political landscape in UP, and native Gorakhpur region, changed",0
2339,Deciphering Pawar play: NCP chief hits reverse gear after saying ‘Ajit our leader’Subscriber Only,"While some in the Maha Vikas Aghadi say Sharad Pawar’s comments are “creating confusion” and others express their confidence in him, BJP says NCP chief and Supriya Sule are inching towards NDA.",0
2340,"Few options on table, is Mallikarjun Kharge the card Congress – and INDIA – should play?Subscriber Only","The Cong president is a Dalit, can rally SCs behind him, pull in the South, and can claim years of administrative experience. But the question is how far will Cong go, and INDIA concede?",0
2341,"Gopalpur MLA comes under attack, all eyes again on Naveen Patnaik’s blue-eyed bureaucratSubscriber Only","Pradeep Panigrahy, a former blue-eyed boy of Odisha CM who reportedly fell out with him over the rise of his private secretary V K Pandian, is attacked soon after he claimed he could be attacked on way to attend a Pandian public meeting",0
2342,Mayawati and the succession question: Is BSP chief going back on her word as nephew rises in party?Subscriber Only,"It is most likely that Mayawati’s nephew Akash Anand will be at the party’s helm once she steps aside. But 15 years ago she had said, “Whenever I will declare my successor, he will not be from among my siblings or relatives.",0
2343,"In long tussle with Bihar govt over varsities, Governor Arlekar wins another roundSubscriber Only","As state BJP demands removal of Addl Chief Secy, Education, CM Nitish Kumar tries to douse fire by meeting Governor, withdraws notification seeking applications for VCs",0
2344,"Jammu toll plaza protests hit a nerve, Opp parties join as stir spreadsSubscriber Only","Starting from Samba, protests now being seen in other plains area of the Jammu division, including over other issues; L-G, BJP step in to assuage public anger",0
2345,"Evening picture: Greece to China, Moon to Manipur, parties cover length and breadth in war of words","BJP celebrates honour to PM in Athens, brings up Nehru in context of both China and Chandrayaan; INDIA opens LAC front again against govt",0
2346,"Oppn states largely absentees: Three years on, a report card on National Education PolicySubscriber Only","Centre launched a new framework for school education this week, even as states such as Karnataka, Tamil Nadu, and Kerala have refused to implement the policy. Several Oppn-ruled states have either adopted the policy in parts or decided to postpone the implementation.",0
2347,Omar Abdullah: ‘Voter turnout in next J&K Assembly polls will break all records … Lot of anxiety about disconnect between people and govt’Subscriber Only,"On Article 370 proceedings in Supreme Court, NC leader says, “There were two areas the judges focussed on — the temporary nature (of Article 370) and the mechanism for change or removal … Now, we will see what the government's response is.”",0
2348,"The inmate of Room No. 8: Amarmani Tripathi, the convict in Madhumita Shukla murder caseSubscriber Only","Amarmani Tripathi and his wife Madhumani were convicted for their involvement in the murder of Madhumita Shukla, a poet, who was found shot dead at her Lucknow residence on May 9, 2003. The state government has now ordered their “premature” release from jail.",0
2349,Article 370 hearings: Who was Gopalaswami Ayyangar and what was his ‘commitment’ to the people of J&K,Ayyangar served as the Prime Minister of J&K; was part of the Constitution’s drafting committee and presented Draft Article 306A (later called Article 370) to the Constituent Assembly,0
2350,"Three leaders in a spat, rocking Jamnagar BJP’s boatSubscriber Only","Behind the public exchange between MLA Rivaba Jadeja, MP Poonam Maadam and Mayor Binaben Kothari, the changing political equations and the rise of new stars in local BJP unit",0
2351,"Tripura ex-minister Billal Miah joins BJP, says saffron party gives more space to Muslims than Cong Subscriber Only","A two-term MLA, Miah was a minister in the Congress-Tripura Upajati Juba Samiti (TUJS) coalition that governed the state between 1988 and 1993.",0
2352,"Today in Politics: PM has a day in Athens, Rahul wraps up his Ladakh break",Tracking the rising star in Mayawati's inner circle and a four-time CM sweating it out on the campaign trail,0
2353,"On Kamal Nath turf, Shivraj Chouhan lays Hanuman Lok foundation; Congress says ‘misleading’Subscriber Only","Chouhan also announced the creation of a new district, Pandhurna, which will be carved out of Chhindwara district. The tehsils of Pandhurna, Sausar, and Nandnawadi will be merged to form the new district.",0
2354,"Manipur CM meets Amit Shah, seeks Centre help to rebuild homes destroyed during clashesSubscriber Only","The security situation in the state also came up for discussion, including issues of coordination between Manipur Police and Central forces, it is learnt.",0
2355,"Out as candidate, in as minister: BRS balancing act between two Reddys and 1 seatSubscriber Only","Days after announcing candidate list, KCR inducts MLC and wannabe MLA Patnam Mahender Reddy as minister",0
2356,"Roll, camera, support: How BJP has backed ‘The Kashmir Files’, other movies","The film, which won the National Award on Thursday, was criticised by the Opposition after it was released last year; it was also at the centre of a row at a film festival when an Israeli director labelled it “propaganda”.",0
2357,Evening Picture: Baghel counters after ED raids: ‘Not afraid of jail’; BJP picks on Mani Shankar Aiyar’s Rao remark,"Congress announces key appointments for Rajasthan and Chhattisgarh, plus three articles you should read.",0
2358,"‘Political’ tag keeps govt officials away from meeting, RSS affiliate bodies objectSubscriber Only","The meeting had been called over implementation of Tribal Ministry schemes, senior officer said any association with organisations “with political aspect” went against service rules",0
2359,"Out of ‘BIMARU’: Why the road is long, hard, and there are miles to goSubscriber Only","Amit Shah said MP no longer belongs in the grouping after 20 years of BJP rule, Yogi claimed the same for UP while in poll-bound Rajasthan, the PM made the claim while inaugurating an expressway. What do the numbers say?",0
2360,"A lonely race for CPM in Tripura as ‘allies’ Cong, Motha keep their distanceSubscriber Only",The CPM's announcement of candidates unilaterally rubs allies the wrong way; the failure of the three to come together could be the difference between win and loss in seats that had been won by narrow margins earlier this year,0
2361,"Wary of Kuki narrative, Nagas break silence as Manipur conflict drags onSubscriber Only","NSCN (I-M), United Naga Council both warn against Kuki demand for separate administration encroaching into “Naga territory”",0
2362,"Newsmaker | Leading charge against Pinarayi Vijayan, daughter is first-time Cong MLA, Rahul Gandhi’s pickSubscriber Only","Mathew Kuzhalnadan, 45, who is behind both gold smuggling and illegal payment charges against Pinarayi's family, is a JNU graduate, law firm partner, youth wing leader, who is now facing probe into his assets by Kerala govt",0
2363,"Two years and a govt change later, the phone tap case that rocked MVA is in slow collapseSubscriber Only","Devendra Fadnavis's allegations of corruption based on call records data had set off a storm over his access to secret papers, but since Shinde-BJP govt came to power, govt has not shown interest in pursuing the cases",0
2364,"In latest tussle with DMK govt, TN Governor Ravi sides with universities, teachers on academic autonomySubscriber Only","The Governor has written to the V-Cs of all state universities, teachers’ associations, and the higher education department about his opposition to a common syllabus for Arts and Science courses.",0
2365,"Yasin Malik’s wife, advisor to interim Pak PM, debated over in Valley: The many roles of Mushaal MullickSubscriber Only","JKLF, which advocates independence from both Pakistan and India, distances itself from Mushaal, as BJP smells a ""sabotage bid"" in appointment of JKLF chief's wife",0
2366,"Suspended by Congress over a BJP flag, MLA Sandeep Jakhar digs heels inSubscriber Only","Alleges ""ulterior motive"", suggests Congress LoP Partap Singh Bajwa with family political loyalties also divided is the real target",0
2367,"Naveen Patnaik’s powerful private secretary: V K Pandian, Odisha officer in a growing, unofficial, roleSubscriber Only","Private secretary to CM Naveen Patnaik for 12 years, the brain behind many of his popular schemes, the 2000-batch IAS officer is now holding rallies, meeting people, sitting in at all big meetings",0
2368,"New state chief within 10 months, UP Congress reads between the linesSubscriber Only","Ajay Rai unlike to be as pliant as predecessors, party leaders expect diminishing of Priyanka Gandhi's role in the state",0
2369,"Today in Politics: Ticket tamasha begins, as does my BIMARU vs your BIMARU","Govt will heave a sigh of relief as onion auctions set to resume, but no let-up in rain-battered Himachal's woes",0
2370,One or many INDIA convenors? Nitish camp reads message in Lalu remarkSubscriber Only,"JD(U) chief seen to be eyeing role of national convenor; RJD chief suggests might be better to have several, state-wise",0
2371,"Evening picture: United on Moon, divided on Earth, still in Nehru’s orbit","BJP, Congress celebrate Chandrayaan-3 success, but choose words carefully; Congress highlights its “multifaceted leader mastering many talents”, Rahul Gandhi",0
2372,"Veteran Cong leader slams party’s Hindutva measures in MP as ‘shameful’, reflects unease withinSubscriber Only","“Muslim houses are being burnt, their children are becoming orphans, they will tolerate it to an extent,” says Aziz Qureshi, ex-Governor, adding that he was not afraid of being ousted",0
2373,"ED raids Jharkhand FM’s premises, Cong slams ‘political vendetta’, says first make clear what scamSubscriber Only","Rohit, son of FM Rameshwar Oraon, the target; raids across the state in connection with money laundering allegations",0
2374,"Amid allegations against daughter, Pinarayi Vijayan maintains a loud silenceSubscriber Only","After an I-T report alleged the Kerala CM’s daughter Veena received Rs 1.72 crore from a mineral sand processing firm without rendering any service, Vijayan and the CPI(M) are using the same ploy they had last year in the gold smuggling case allegations",0
2375,"New state chief within 10 months, UP Congress reads between the lines, looks for word on Priyanka plansSubscriber Only","Ajay Rai unlikely to be as pliant as predecessors who were reportedly forced to do bidding of others, party leaders expect Priyanka Gandhi's team to ease out of picture",0
2376,Two seats for KCR: Why and why notSubscriber Only,"Opposition claims Telangana CM is either unsure of his footing on home turf Gajwel or believes his party BRS is vulnerable in Kamareddy, where its margin reduced considerably last time.",0
2377,"Madras HC reopens cases against two more DMK ministers, says ‘something very rotten’ in acquittalSubscriber Only","Justice Venkatesh, who ordered revision of acquittal of TN Education Minister in an assets case, now reopens similar cases against Revenue, Finance Minister. All three were acquitted recently",0
2378,"‘Ajit Pawar made a choice as a citizen in a democracy… I can’t say if he will return, but we’ll try best to keep the family intact’: Supriya SuleSubscriber Only","Supriya Sule speaks to The Indian Express: “I feel sad for the 106 BJP MLAs in Maharashtra who worked so hard to get there (given how BJP is inducting leaders). Had I been there, I would have felt very hurt”",0
2379,"Kargil poll battle ahead, National Conference fights Ladakh administration to regain symbolSubscriber Only","The Ladakh administration has approached the Supreme Court to deny the party its symbol, whose history goes back to 1939 and the struggle between peasants and the Dogra dynasty.",0
2380,"Today in Politics: Fingers crossed as Chandrayaan-3 enters final leg of journey, Punjab farm protest gathers pace","Supriya Sule says while her family will wage an “ideological battle” with Ajit Pawar, they are “one as a family”.",0
2381,"Facing farmer protests, Centre goes in for ‘historic’ onion procurementSubscriber Only","Union Food Minister Piyush Goyal says extra 2 lakh tonnes to be bought at Rs 2,410 per quintal, claims decision taken same day as export duty",0
2382,Manipur Assembly to convene on August 29 but Kuki MLAs not sure about attendingSubscriber Only,"In an order dated August 21, Governor Anusuiya Uikey summoned the Assembly following the state Cabinet’s second recommendation that came after a meeting on Monday.",0
2383,"Evening picture: Rahul, Ladakh, and his ‘Mohabbat ka Safar’; BJP tracks diaspora ‘excitement’ as Modi touches down in S Africa","Congress keeps social media updated on all Rahul Gandhi is doing on his extended Ladakh visit, calls it extension of Bharat Jodo Yatra",0
2384,"Mamata Banerjee’s evolving Bengali pride pitch: From ‘Ma, Mati, Manush’ to ‘Paschim Banga Dibas’","The Trinamool Congress will table a motion to celebrate April 15, the first day of Bengal new year, as the state’s foundation day, opposing the Raj Bhavan and BJP’s push to observe it on June 20, a day linked to Partition.",0
2385,"Urdu Press on Modi’s I-Day speech: Silent on job crisis, govt needs to dispel sense of fear among minoritiesSubscriber Only","Bengaluru-based Salar questioned Modi’s move to target the Opposition from the ramparts of the Red Fort, asking if he was the PM of the whole country or only a select few.",0
2386,When Rajini met Yogi: Reading too much into a picture?Subscriber Only,"The actor who does not play by the rules of stardom has never hidden his spiritual side, his aides say. According to them, all he was doing was honouring the head of Gorakhnath Mutt",0
2387,"In surprise CWC pick, Cong set to project low-profile MLA as emerging OBC leader in MPSubscriber Only","The party is hoping to nurture a new OBC voice in two-time MLA Kamleshwar Patel, with an eye on vulnerable seats in the Vindhya region, where the Congress suffered heavy defeats in the 2018 Assembly polls",0
2388,"Muslim vote lost to BRS, Congress plans big minority outreach in TelanganaSubscriber Only","Minorities Declaration Committee to begin widespread discussions across Muslim, Christian groups; Cong leader Mohd Ali Shabbir recently said 75% of Muslim vote now with BRS.",0
2389,"BJP ally joins onion farmers in protest against export duty, govt tries damage controlSubscriber Only","NAFED told to begin procurement, top Maharashtra leaders reach out to farmers, promise to raise issue.",0
2390,"New CWC: With Mahendra Singh Malviya in, Cong retains ST, Mewar representation for RajasthanSubscriber Only","The minister has been inducted in place of MP Raghuveer Meena, also an ST leader from the region which BJP has been wooing. Malviya incidentally figured during Pilot's revolt, but has since taken care to be seen with Gehlot.",0
2391,Mamata’s high-wire act: Bengal CM hikes stipend for imams and purohitsSubscriber Only,"The Rs 500 increase in the allowance for Muslim clerics, including muezzins, comes at a time when the TMC is trying to stem erosion in its Muslim vote bank.",0
2392,"Today in Politics: Will Modi and Xi meet? Question hangs in the air as PM goes to BRICS, Rahul in Ladakh",Rahul Gandhi says locals worried over China “taking over their land”. Mallikarjun Kharge follows PM Modi to Sagar in poll-bound MP for a rally,0
2393,"Manipur Assembly fails to meet despite state govt nod, Cong says ‘breakdown of Constitutional machinery’Subscriber Only","With Governor yet to issue summons to convene House, the gap from previous Session set to go beyond 6 months; Kuki-Zomi MLAs had expressed inability to come to Meitei-dominated Imphal",0
2394,A Sahani of its own: BJP picks little-known EBC Mallah leader as new LoP in Bihar CouncilSubscriber Only,The choice of Hari Sahani is expected to strike social balance in the state and reduce dependence on VIP's Mukesh Sahani in Darbhanga and across north Bihar ahead of Lok Sabha 2024 polls,0
2395,"With induction in CWC, Congress sends message Charanjit Channi still its best bet in PunjabSubscriber Only","Written off as out of favour with high command and facing Vigilance probes, Channi gets a leg-up as the only leader from Punjab included as a regular CWC member; Manish Tewari and Sukhjinder Singh Randhawa are permanent invitees",0
2396,Congress remembers Ahmed Patel: The backroom operator and crisis manager who steered embattled Gujarat party unit,"A long time Sonia Gandhi aide, he played a key role in working out the modalities of tying up with the (undivided) Shiv Sena for an alliance in Maharashtra and tampig down Sachin Pilot’s anger against Ashok Gehlot",0
2397,Inside Jadavpur University politics: A student’s death brings to the fore a fractured campusSubscriber Only,"In the crowded political space at JU, mainstream parties have struggled to dislodge unaffiliated student outfits with Leftist leanings. But now, these university-based outfits are under attack.",0
2398,"Road to 2024: Between Bengaluru and Mumbai, INDIA alliance hits familiar poll bumpsSubscriber Only","The Kerala, Bengal bypolls, the AAP pitch in MP, Chhattisgarh indicate just the kind of knotty problems that stitching together the loose ends will pose",0
2399,"New CWC: Ramesh Chennithala gets only foot in the door, squeezed out further in Kerala CongSubscriber Only","New CWC: Ramesh Chennithala gets only foot in the door, squeezed out further in Kerala Cong",0
2400,"BRS stuns with near full poll list, retains all big names, ministers; 2 seats for KCRSubscriber Only","Telangana CM to contest from Gajwel as well as Kamareddy, repeats 2018 when he had named candidates months in advance.",0
2401,"In NEET row, TN harks back to an old debate: should education be in Concurrent List?Subscriber Only","The Indira Gandhi govt brought education into the list giving both Centre and states say over it, through the wide-ranging 42nd Amendment.",0
2402,"BJP early mover ploy in MP, Chhattisgarh: Why it has picked the seats it hasSubscriber Only","In the 39 seats for which candidates named by the party in MP three months ahead of polls, it did reasonably well before 2018; in 21 shortlisted in Chhattisgarh, it has been performing poorly since 2008",0
2403,"Today in Politics: Mamata Banerjee to meet Muslim clerics in Kolkata, Haryana Congress feud goes on","Plus, Rahul Gandhi continues his Ladakh trip and may be in Kargil, and Supreme Court to resume hearing pleas challenging Bihar caste survey.",0
2404,"In high-stakes battle for Madhya Pradesh, Shivraj Singh Chouhan gets a leg-up from Gujarat BJP, other statesSubscriber Only","BJP has assigned a constituency to each of its 230 leaders from Gujarat, UP, Bihar, and Maharashtra and tasked them with preparing ground reports. Of the 48-strong Gujarat contingent, 18 have been assigned tribal seats.",0
2405,"Rajasthan Congress truce likely to hold, Ashok Gehlot camp quiet, as Sachin Pilot moves to CWCSubscriber Only",CWC appointment a message from high command to former Rajasthan deputy CM that it still values him and the role he can play in helping party retain power later this year,0
2406,"‘We lived in fear’: For Bihar double murder victims’ kin, SC verdict against ex-MP ends 28-year ordealSubscriber Only",The Supreme Court reversed a trial court’s 2008 acquittal of RJD leader and former MP Prabhunath Singh for the murders of two men at a polling booth in Bihar’s Saran district  in 1995,0
2407,"Tharoor, Pilot, Gogoi in new CWC as Kharge does a balancing act before pollsSubscriber Only","Old guard retained, party fails to live up to Udaipur resolve of 50-under-50",0
2408,"Congress poll machinery revving up in Rajasthan, Punjab leaders do recce of Sikh areasSubscriber Only","AICC Rajasthan in-charge Sukhjinder Singh Randhawa says leaders from Haryana, Delhi, and Gujarat will also be drafted in to help the party campaign; Punjab MLAs to concentrate on districts such as Ganganagar, Hanumangarh, Alwar",0
2409,BJP’s Madhya Pradesh paradox: Lok Sabha vote share climbs steadily but wobbles in Assembly electionsSubscriber Only,"The BJP has comfortably breached the 50% vote share mark in the last two general elections, likely due to the Narendra Modi factor. But that has not rubbed off in the state elections.",0
2410,Is Churchill Alemao planning to join Ajit Pawar’s NCP? Former Goa CM triggers buzzSubscriber Only,"Alemao, who is the patron of the Churchill Brothers football club, has quit the Trinamool Congress and met Praful Patel in Mumbai on Friday",0
2411,"Today in Politics | Shah to release Chouhan govt ‘report card’ in Bhopal, hold BJP meet on Scindia turf; EPS show of strength in Madurai","BJP chief Nadda is set to visit Himachal Pradesh to take stock of the havoc wreaked by recent floods and landslides, which left at least 77 people dead",0
2412,"‘I will be back again’: Sharad Pawar barbs at Modi, Fadnavis set off BJP blowbackSubscriber Only","As Pawar rakes up Fadnavis's 2019 bid to use the Marathi phrase 'Mi punha yen' to predict his return as CM, the latter hit back, even as his supporters root for him as the next CM",0
2413,"In Bengal, a family divided: Mamata govt minister’s son-in-law joins Cong, calls TMC ‘extortionists’Subscriber Only",TMC minister calls Haider 'parasite': Has no identity... Known as close to Firhad Hakim,0
2414,"INDIA bloc in bypolls: Congress, SP caught in Bageshwar battle, united in GhosiSubscriber Only","Cong urges SP to withdraw candidate from Bageshwar fray in its candidate's favour, like the party did for the latter in Ghosi, SP rules it out",0
2415,"With massive Madurai event, EPS aims to assert hold over AIADMKSubscriber Only","AIADMK general secretary Palaniswami is expected to use the occasion to demonstrate that he is the single, uncontested leader of the party following the death of J Jayalalithaa.",0
2416,"‘Dubious income sources, tax evasion’: CPM takes on Cong MLA Kuzhalnadan after he targets Kerala CM’s daughterSubscriber Only","Days after Congress MLA Mathew Kuzhalnadan dared the CM’s daughter Veena to reveal the I-T returns of her firm Exalogic Solutions, a CPI(M) leader has alleged that the legislator is involved in shady financial dealings and has amassed assets disproportionate to his income.",0
2417,"Decoding Ghulam Nabi Azad play: Warming up to BJP to mixed messages on Article 370, UCCSubscriber Only","Observers say Azad is aware that to keep himself relevant in J&K as well as national politics, he needs to garner the support of both Muslims and Hindus in UT besides remaining close to the Centre, especially when most of his loyalists have returned to Cong",0
2418,"Making foray into Chhattisgarh, Kejriwal pledges poll ‘guarantees’: free power to allowances for women, joblessSubscriber Only",Kejriwal's announcement comes days after differences erupted between AAP and Cong over fighting Lok Sabha polls in Delhi; AAP had lost from all 85 seats it contested in 2018 Chhattisgarh polls,0
2419,Vallabh Kathiria’s art of retaining salience in BJP in Modi era: Cow panel chief to AIIMS Rajkot headSubscriber Only,"BJP has overlooked ex-Union minister and four-time Rajkot MP for poll tickets since 2009, but Kathiria, a surgeon, is said to have stopped seeking it, preferring to reach out to people through other fora",0
2420,"Sanjay Raut interview: ‘Ajit has zero influence without Sharad Pawar’s backing… Unlike us, NCP chief likes to keep communication channels open…’Subscriber Only","Shiv Sena (UBT) leader says, “Shinde has doubts that he may have to step down from the CM chair soon. Government is unstable… The rebel MLAs have started thinking they are above everyone …”",0
2421,"Today in Politics: Arvind Kejriwal in Chhattisgarh, will Delhi CM address recent hiccup in AAP-Cong ties?","Haryana CM Manohar Lal Khattar to interact with beneficiaries of a welfare scheme of his government, and Congress leader Adhir Ranjan Chowdhury to address the media in Kolkata.",0
2422,"Discord continues to roil MP BJP: Scindia lieutenant drives back to Cong in ‘1,200-car convoy’Subscriber Only","For the past few months, tensions have been mounting between Scindia camp and BJP old guard; Samandar Patel third aide of Union Minister to quit in as many months",0
2423,Vishwakarma and Vishwaguru: Mandal politics still looms large as PM Modi finetunes BJP’s OBC strategy ahead of 2024Subscriber Only,"BJP knows it may not be able to get the backing of the more powerful OBC groups such as Yadavs and Kurmis in north India. By announcing the Vishwakarma Yojana, the prime minister is going all out to consolidate the support of the many small, but numerically large, backward groups.",0
2424,KCR using house arrests and preventive detentions to stifle dissent: OppnSubscriber Only,"Congress alleges Telangana govt stopping democratic protests during ministerial visits, BRS says measures taken to prevent a breakdown in law and order",0
2425,"In UP bypoll, a moment of truth for BJP, INDIA bloc; BSP absence makes for interesting battleSubscriber Only","With the tussle for OBC votes in Ghosi likely to be a close affair, BJP hopes that Dalit votes swing its way to give it the winning edge",0
2426,"Key to BJP plans in the run-up to 2024 LS polls: Self-Help Groups, in maps and numbersSubscriber Only","West Bengal, Bihar, and Andhra Pradesh alone account for more than a third of all these groups and their members; less than half of all SHG members have bank accounts. Here is a look at the status of women-led self-help groups, which found mention in PM Modi’s Independence Day speech.",0
2427,Karnataka Congress camp gets set for ‘homecoming’ of a few BJP MLAsSubscriber Only,"Cong sources say these MLAs, who switched to BJP in 2019, have held talks with CM Siddaramaiah and Deputy CM Shivakumar about their possible return",0
2428,New UP Congress chief Ajay Rai: Purvanchal strongman and PM Modi’s Varanasi challengerSubscriber Only,Rai replaces Brijlal Khabri who was appointed as UPCC president only in Oct last year; Rahul Gandhi is said to have played a key role in the rejig,0
2429,"Today in Politics | In Leh, Rahul to meet youths, Sonam Wangchuk, watch mini-soccer; Delhi House sitting continues","A four-member CPI(M) delegation led by party general secretary Sitaram Yechury will be on a three-day tour of Manipur, during which it would visit strife-torn areas and relief camps",0
2430,Battle for Raipur: BJP releases 21 names; MP-nephew from CM Baghel seatSubscriber Only,"The BJP had lost all these 21 seats, and all the candidates defeated in rthe 2018 state elections have been replaced.",0
2431,"Verify ‘negative news’ that tarnishes image, seek clarification from media: UP govt to officialsSubscriber Only","CM Yogi Adityanath’s Principal Secretary tells district magistrates, divisional commissioners that such news items should be logged on IGRS portal; weekly reports have to be sent to Principal Secretary of information department",0
